public_id,first_load_sec,second_load_sec,cache_gain_sec
mela_0001,1.625546932220459,1.8970301151275635,-0.2714831829071045
mela_0002,3.144602060317993,1.951077938079834,1.1935241222381592
mela_0003,3.154824733734131,2.435664176940918,0.7191605567932129
mela_0004,3.6489715576171875,1.8306496143341064,1.818321943283081
mela_0005,3.1179022789001465,2.1039066314697266,1.01399564743042
